City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Punta Alta,AR,-38.8759,-62.0736,81.61,31,0,8.63,clear sky
463,Voyvozh,RU,62.892,54.9635,3.51,95,100,7.27,overcast clouds
464,Laguna,US,38.421,-121.4238,49.21,95,0,0.0,clear sky
465,Yatou,CN,37.15,122.3833,29.7,59,100,9.69,overcast clouds
466,Eenhana,NA,-17.4667,16.3333,92.95,27,92,6.89,overcast clouds
467,Myanaung,MM,18.2833,95.3167,71.1,51,7,6.85,clear sky
468,Luena,AO,-11.7833,19.9167,77.18,73,0,9.22,clear sky
469,Naberera,TZ,-4.2,36.9333,76.86,49,98,2.28,overcast clouds
470,Kamina,CD,-8.7386,24.9906,75.74,73,56,4.99,light rain
471,Bahia Blanca,AR,-38.7196,-62.2724,84.11,23,0,10.0,clear sky
472,Luziania,BR,-16.2525,-47.9503,82.98,63,100,3.71,overcast clouds
473,Mamallapuram,IN,12.6264,80.1722,80.06,73,97,13.29,overcast clouds
474,Lukiv,UA,51.0521,25.4006,35.19,97,100,19.8,light snow
475,Tilichiki,RU,60.4667,166.1,23.36,78,99,26.15,overcast clouds
476,Sao Sebastiao,BR,-23.76,-45.4097,79.79,86,100,4.07,overcast clouds
477,Kabo,CF,7.6994,18.629,95.32,11,18,7.87,few clouds
478,Point Pleasant,US,40.0832,-74.0682,33.98,64,100,1.99,overcast clouds
479,Dabakala,CI,8.3667,-4.4333,98.38,11,11,5.57,few clouds
480,Kochetok,UA,49.8801,36.7372,30.24,98,100,14.25,light snow
481,Itarema,BR,-2.9248,-39.9167,76.73,84,100,9.48,overcast clouds
482,Alofi,NU,-19.0595,-169.9187,76.89,88,18,3.44,few clouds
483,Zhezkazgan,KZ,47.8043,67.7144,12.13,79,98,12.57,overcast clouds
484,Miraflores,MX,19.2167,-98.8083,60.87,57,2,0.6,clear sky
485,Corn Island,NI,12.1694,-83.0418,80.06,67,19,12.37,few clouds
486,Brae,GB,60.3964,-1.353,44.51,95,100,31.79,overcast clouds
487,Big Spring,US,32.2504,-101.4787,34.54,69,0,3.0,clear sky
488,Kyra,RU,49.5776,111.9753,-7.58,97,5,4.36,clear sky
489,Moose Factory,CA,51.2585,-80.6094,-16.6,69,0,9.22,clear sky
490,Keita,NE,14.7551,5.7749,84.2,11,5,19.37,clear sky
491,Qurayyat,SA,31.3318,37.3428,51.98,50,75,6.91,broken clouds
492,Rio Cuarto,AR,-33.1307,-64.3499,78.67,49,0,16.11,clear sky
493,Yeppoon,AU,-23.1333,150.7333,73.18,79,73,15.73,broken clouds
494,Lakki Marwat,PK,32.6079,70.9114,55.8,40,0,2.71,clear sky
495,Macau,MO,22.2006,113.5461,66.13,82,40,9.22,scattered clouds
496,Khandyga,RU,62.6667,135.6,-35.77,97,83,2.57,broken clouds
497,Bayir,TR,37.2687,28.2167,43.32,64,0,3.13,clear sky
498,Rorvik,NO,64.8621,11.2373,35.71,93,75,19.57,sleet
499,Ron,IN,15.6667,75.7333,72.0,40,6,9.71,clear sky
500,Kisesa,TZ,-3.0833,34.15,74.32,62,76,6.98,broken clouds
501,Umm Kaddadah,SD,13.6017,26.6876,72.81,10,26,16.69,scattered clouds
502,San Jose Del Guaviare,CO,2.5729,-72.6459,90.3,29,65,8.23,broken clouds
503,Latung,PH,5.5,120.8833,83.41,74,94,7.2,overcast clouds
504,Astana,KZ,51.1801,71.446,-0.45,85,100,8.95,mist
505,Anadyr,RU,64.75,177.4833,-3.5,84,0,4.47,clear sky
506,Tateyama,JP,34.9833,139.8667,43.11,57,63,14.45,broken clouds
507,Aguada De Pasajeros,CU,22.385,-80.8508,78.94,64,1,4.38,clear sky
508,Lafia,NG,8.4833,8.5167,96.28,11,37,9.98,scattered clouds
509,Macklin,CA,52.3334,-109.9348,18.73,83,89,6.89,overcast clouds
510,Werda,BW,-25.2667,23.2833,87.31,35,87,6.93,overcast clouds
511,Sovetskiy,RU,61.3614,63.5842,-8.09,100,75,2.68,broken clouds
512,Evanston,US,42.0411,-87.6901,20.01,86,100,1.01,light snow
513,Maniwaki,CA,46.3834,-75.966,-3.46,80,10,7.02,clear sky
514,Pangai,TO,-19.8,-174.35,83.07,76,100,19.95,light rain
515,Lavrentiya,RU,65.5833,-171.0,-11.34,99,8,3.76,clear sky
516,Viedma,AR,-40.8135,-62.9967,88.36,20,0,19.06,clear sky
517,Linhares,BR,-19.3911,-40.0722,90.97,46,20,7.83,few clouds
518,Yulara,AU,-25.2406,130.9889,84.04,48,75,13.8,broken clouds
519,Belmonte,BR,-15.8631,-38.8828,84.7,63,37,8.14,scattered clouds
520,Mbandaka,CD,0.0487,18.2603,91.09,29,80,4.07,broken clouds
521,Tevaitoa,PF,-16.7833,-151.5,80.98,73,8,18.07,light rain
522,Chabahar,IR,25.2919,60.643,71.37,60,0,10.65,clear sky
523,Queanbeyan,AU,-35.35,149.2333,72.66,91,75,2.3,broken clouds
524,Buchanan,LR,5.8808,-10.0467,91.36,66,74,12.66,broken clouds
525,Kardymovo,RU,54.8902,32.4311,31.87,98,100,7.61,light snow
526,Dawson Creek,CA,55.7666,-120.2362,40.64,33,20,10.36,few clouds
527,Preston,GB,53.7667,-2.7167,52.74,91,75,1.01,broken clouds
528,Poum,NC,-20.2333,164.0167,81.64,80,68,25.84,broken clouds
529,Otukpo,NG,7.1913,8.1329,96.58,10,64,9.01,broken clouds
530,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,87,40,1.99,scattered clouds
531,Namatanai,PG,-3.6667,152.4333,79.0,84,95,2.68,light rain
532,Nouakchott,MR,18.0858,-15.9785,76.93,44,91,13.71,overcast clouds
533,Upernavik,GL,72.7868,-56.1549,-4.99,69,100,9.95,overcast clouds
534,Erzin,TR,36.9559,36.2,48.72,82,97,6.02,overcast clouds
535,Madisonville,US,37.3281,-87.4989,35.65,66,67,8.99,broken clouds
536,La Ronge,CA,55.1001,-105.2842,-3.75,84,100,1.14,overcast clouds
537,Zhigansk,RU,66.7697,123.3711,-19.95,95,79,12.41,broken clouds
538,Vardo,NO,70.3705,31.1107,29.95,93,100,4.61,light snow
539,Namibe,AO,-15.1961,12.1522,81.23,65,20,11.5,few clouds
540,Santa Maria,BR,-29.6842,-53.8069,76.3,61,75,17.27,broken clouds
541,Rio Grande,BR,-32.035,-52.0986,77.11,46,49,11.92,scattered clouds
542,Cap-Aux-Meules,CA,47.3821,-61.8597,26.65,86,100,16.11,overcast clouds
543,Lapas,GR,38.1,21.4167,55.42,62,20,3.44,few clouds
544,Ozerna,UA,49.6289,25.329,31.46,98,100,21.74,snow
545,Guadalupe Y Calvo,MX,26.1,-106.9667,51.28,29,22,4.41,few clouds
546,Bodh Gaya,IN,24.7,84.9833,53.49,87,0,0.0,mist
547,Colac,AU,-38.3333,143.5833,63.16,93,58,5.19,broken clouds
548,Ta Khmau,KH,11.4833,104.95,80.65,83,20,6.91,few clouds
549,Monrovia,LR,6.3005,-10.7969,91.17,62,86,13.6,overcast clouds
550,North Bend,US,43.4065,-124.2243,37.85,100,0,8.05,clear sky
551,Kulhudhuffushi,MV,6.6221,73.07,81.61,72,7,20.45,clear sky
552,Ust-Nera,RU,64.5667,143.2,-10.14,94,100,2.15,overcast clouds
553,Ambilobe,MG,-13.2,49.05,75.16,88,100,2.57,light rain
554,Buala,SB,-8.145,159.5921,79.39,81,100,8.34,overcast clouds
555,Andenes,NO,69.3143,16.1194,28.38,50,20,13.8,few clouds
556,Port-Gentil,GA,-0.7193,8.7815,87.76,70,40,6.91,scattered clouds
557,Acarau,BR,-2.8856,-40.12,76.37,85,100,9.95,light rain
558,Carutapera,BR,-1.195,-46.02,75.2,94,100,6.85,overcast clouds
559,Bandarbeyla,SO,9.4942,50.8122,75.97,67,53,24.16,broken clouds
560,Iralaya,HN,15.0,-83.2333,78.89,75,60,4.65,broken clouds
561,Fare,PF,-16.7,-151.0167,80.46,74,3,17.11,clear sky
562,Taylor,US,32.3001,-99.8337,37.53,76,0,3.0,clear sky
563,Benguela,AO,-12.5763,13.4055,81.34,70,89,8.97,overcast clouds
564,Buraydah,SA,26.326,43.975,55.85,29,99,8.9,overcast clouds
565,Ballina,AU,-28.8667,153.5667,75.16,85,100,6.91,overcast clouds
566,Mpanda,TZ,-6.3655,31.0409,68.54,91,100,3.83,light rain
567,Voi,KE,-3.3945,38.563,83.48,43,89,6.82,overcast clouds
568,Kurilsk,RU,45.2333,147.8833,20.08,56,12,3.67,few clouds
569,Onega,RU,63.9061,38.1404,3.47,100,87,4.18,overcast clouds
570,Thohoyandou,ZA,-22.9456,30.485,76.8,80,58,2.1,light rain
571,Agirish,RU,61.9247,63.0231,-6.16,99,57,3.89,broken clouds
572,Izumo,JP,35.3667,132.7667,40.95,74,94,9.48,overcast clouds
573,Naze,JP,28.3667,129.4833,57.16,75,100,8.48,overcast clouds
574,Llangefni,GB,53.2556,-4.3106,53.65,93,100,24.16,mist
575,Ixtapa,MX,20.7,-105.2,63.63,88,75,4.61,broken clouds
576,Mogadishu,SO,2.0371,45.3438,78.01,77,51,18.77,broken clouds
577,Bafq,IR,31.6128,55.4107,51.24,28,0,10.6,clear sky
578,Panguipulli,CL,-39.6333,-72.3333,64.11,40,0,4.36,clear sky
579,Fairbanks,US,64.8378,-147.7164,6.76,67,100,10.36,light snow
580,Gondanglegi,ID,-7.7479,112.0132,76.15,89,100,1.57,overcast clouds
581,Biak,ID,-0.9131,122.8766,76.42,85,85,3.65,overcast clouds
582,Hoquiam,US,46.9809,-123.8893,36.0,93,0,9.22,clear sky
583,Bonavista,CA,48.6499,-53.1147,24.12,65,100,16.31,overcast clouds
584,Hervey Bay,AU,-25.2986,152.8535,69.91,73,29,12.59,scattered clouds
585,Nara,JP,34.6851,135.8049,37.98,71,73,1.28,broken clouds
586,Inta,RU,66.0317,60.1659,9.79,89,100,12.5,overcast clouds
587,Fuxin,CN,42.0156,121.6589,14.11,52,0,4.61,clear sky
588,Iisalmi,FI,63.5592,27.1907,23.02,94,98,5.48,overcast clouds
589,Vershino-Darasunskiy,RU,52.35,115.5167,-15.03,97,11,4.38,few clouds
590,Breytovo,RU,58.2993,37.8617,20.1,94,100,10.6,light snow
591,Marawi,PH,7.9986,124.2928,67.64,91,81,2.77,broken clouds
592,Pucallpa,PE,-8.3791,-74.5539,86.04,74,75,6.91,broken clouds
593,Benjamin Constant,BR,-4.3831,-70.0311,84.33,83,40,4.61,scattered clouds
594,The Valley,AI,18.217,-63.0578,82.26,65,40,14.97,scattered clouds
595,Lorengau,PG,-2.0226,147.2712,82.13,78,69,10.8,broken clouds
596,La Orilla,MX,17.9833,-102.2333,79.79,59,84,2.59,broken clouds
597,Crixas,BR,-14.5489,-49.9692,80.51,71,100,6.85,overcast clouds
598,Sartell,US,45.6216,-94.2069,-1.32,81,0,1.01,clear sky
599,Mazabuka,ZM,-15.856,27.748,70.23,93,100,4.43,moderate rain
600,Nishihara,JP,26.1842,127.7558,65.48,73,75,6.91,broken clouds
601,Codrington,AU,-38.2667,141.9667,61.83,94,14,10.36,few clouds
602,Ikungi,TZ,-5.1333,34.7667,64.27,92,100,4.36,moderate rain
603,Tulle,FR,45.3333,1.8333,51.55,57,2,3.83,clear sky
604,Aguimes,ES,27.9054,-15.4461,65.03,60,20,13.8,few clouds
605,Mehamn,NO,71.0357,27.8492,31.91,62,100,6.06,overcast clouds
606,Ayna,PE,-12.65,-73.9167,70.3,72,99,4.56,moderate rain
607,Tamandare,BR,-8.7597,-35.1047,85.12,62,53,11.14,broken clouds
608,Vinh Long,VN,10.25,105.9667,75.18,86,91,5.35,overcast clouds
609,Calatayud,ES,41.3535,-1.6432,64.98,37,0,3.18,clear sky
610,Waidhofen,DE,48.5833,11.3333,39.24,86,75,10.36,broken clouds
611,Neuquen,AR,-38.9516,-68.0591,80.49,44,0,0.0,clear sky
612,Corinto,GR,37.9407,22.9573,53.71,69,22,5.86,few clouds
613,Vitim,RU,59.4511,112.5578,-10.89,100,99,3.89,overcast clouds
614,Guaymas,MX,27.9333,-110.9,56.44,54,0,0.0,clear sky
615,Fez,MA,34.0372,-4.9998,64.65,36,75,9.22,broken clouds
616,Shahreza,IR,32.0339,51.8794,39.52,33,0,0.29,clear sky
617,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,79,100,13.8,overcast clouds
618,Kutum,SD,14.2,24.6667,65.82,13,19,11.99,few clouds
619,Riyadh,SA,24.6877,46.7219,55.54,28,0,10.56,clear sky
620,San-Pedro,CI,4.7485,-6.6363,85.64,60,23,10.92,few clouds
621,Kirkwood,US,38.5834,-90.4068,27.57,77,100,7.0,light snow
622,Kailua,US,21.4022,-157.7394,68.07,94,40,0.0,scattered clouds
623,Khanpur,PK,28.6453,70.6567,63.3,16,0,6.44,clear sky
624,Sunrise Manor,US,36.2111,-115.0731,47.32,25,0,14.97,clear sky
625,Puerto Madryn,AR,-42.7692,-65.0385,90.27,23,12,6.15,few clouds
626,Harper,LR,4.375,-7.7169,84.65,64,79,12.5,broken clouds
627,Ishinomaki,JP,38.4167,141.3,31.98,73,6,18.79,clear sky
628,Gushikawa,JP,26.3544,127.8686,65.43,88,75,8.05,broken clouds
629,Ribeira Brava,PT,32.65,-17.0667,67.71,64,15,10.38,few clouds
630,Belgrade,RS,44.804,20.4651,40.44,74,0,3.0,clear sky
631,Hearst,CA,49.6835,-83.6665,-9.15,87,77,7.63,broken clouds
632,Edwardsville,US,38.8114,-89.9532,27.68,82,100,5.01,overcast clouds
633,Espana,PH,12.3841,122.499,80.47,82,97,5.61,overcast clouds
634,Kununurra,AU,-15.7667,128.7333,76.98,100,100,1.14,overcast clouds
635,Sangar,RU,63.9242,127.4739,-31.7,100,92,2.06,overcast clouds
636,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,72.5,57,40,9.71,scattered clouds
637,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,69,75,29.93,broken clouds
638,Matara,LK,5.9485,80.5353,76.75,82,64,1.45,broken clouds
639,Stokmarknes,NO,68.5646,14.9108,27.5,93,75,1.14,broken clouds
640,Hay River,CA,60.8156,-115.7999,13.98,85,100,4.61,light snow
641,Anamur,TR,36.0751,32.8369,51.82,71,55,4.03,broken clouds
642,Port Hueneme,US,34.1478,-119.1951,65.03,12,0,21.85,clear sky
643,Chernyshevskiy,RU,63.0128,112.4714,-14.55,98,65,5.23,broken clouds
644,Krasnovka,RU,48.8177,40.0923,26.22,95,97,12.93,light snow
645,Zhangjiakou,CN,40.81,114.8794,15.96,54,1,4.0,clear sky
646,Dolinsk,RU,47.35,142.8,10.26,95,100,3.65,overcast clouds
647,Shimoda,JP,34.6667,138.95,45.28,64,69,5.86,broken clouds
648,Nemuro,JP,43.3236,145.575,25.68,84,96,8.99,overcast clouds
649,Jinxiang,CN,27.4327,120.6062,47.59,83,100,11.27,overcast clouds
650,Coos Bay,US,43.3665,-124.2179,37.92,100,0,8.05,clear sky
651,Husavik,IS,66.0449,-17.3389,33.71,74,33,18.84,scattered clouds
652,Moanda,GA,-1.5575,13.2178,89.83,47,94,3.27,overcast clouds
653,Necochea,AR,-38.5473,-58.7368,81.03,39,0,2.57,clear sky
654,Kargil,IN,34.5667,76.1,-11.25,84,94,3.83,overcast clouds
655,Amahai,ID,-3.3333,128.9167,79.52,82,93,4.7,overcast clouds
656,Atambua,ID,-9.1061,124.8925,74.95,89,100,3.38,overcast clouds
657,Iquique,CL,-20.2208,-70.1431,73.44,67,25,6.78,scattered clouds
658,Moroni,KM,-11.7022,43.2551,82.4,78,20,6.91,light rain
659,Kindia,GN,10.0569,-12.8658,94.14,17,58,5.82,broken clouds
660,Sambava,MG,-14.2667,50.1667,78.49,78,26,12.19,scattered clouds
661,Kavaratti,IN,10.5669,72.642,81.12,69,39,2.64,scattered clouds
662,Xaxim,BR,-26.9617,-52.5347,68.38,91,100,3.56,overcast clouds
663,Roald,NO,62.5833,6.1333,40.33,81,75,16.11,light intensity drizzle
664,Lexington,US,37.9887,-84.4777,31.42,84,100,0.0,mist
665,Seydi,TM,39.4816,62.9137,40.8,65,38,24.83,scattered clouds
666,Batemans Bay,AU,-35.7167,150.1833,76.19,88,28,4.34,light rain
667,Banyo,CM,6.75,11.8167,85.12,14,79,8.66,broken clouds
668,Skibbereen,IE,51.55,-9.2667,53.4,94,71,15.95,broken clouds
669,Praya,CV,14.9215,-23.5087,75.74,53,75,21.85,broken clouds
670,San Andres,CO,12.5847,-81.7006,82.42,65,20,10.36,few clouds
671,Shubarkuduk,KZ,49.1447,56.4872,19.08,90,100,6.8,overcast clouds
672,Laranjeiras Do Sul,BR,-25.4078,-52.4161,67.19,98,100,2.59,light rain
673,Catio,GW,11.2833,-15.25,89.8,34,100,10.33,overcast clouds
674,Ambunti,PG,-4.2365,142.8448,73.33,99,97,1.28,light rain
675,Kargat,RU,55.1956,80.2811,-4.43,100,96,5.95,overcast clouds
676,Cove,BJ,7.221,2.3402,99.28,10,37,6.04,scattered clouds
677,Qixia,CN,37.2975,120.8256,26.96,57,100,4.68,overcast clouds
678,Mecca,SA,21.4267,39.8261,70.57,39,19,11.7,few clouds
679,Xining,CN,36.6167,101.7667,12.33,81,26,1.25,scattered clouds
680,Saint-Joseph,RE,-21.3667,55.6167,79.18,78,44,11.12,scattered clouds
681,Qinzhou,CN,21.95,108.6167,62.65,74,83,6.33,broken clouds
682,Leiyang,CN,26.4024,112.8591,35.89,92,100,6.15,overcast clouds
683,Falmouth,GB,50.1544,-5.0711,52.7,100,100,9.22,overcast clouds
684,Nizhniy Kuranakh,RU,58.8353,125.4869,-9.0,100,100,4.25,overcast clouds
685,Patiya,BD,22.2931,91.9762,66.15,48,10,0.0,haze
686,Progreso,MX,21.2833,-89.6667,77.11,72,32,8.57,scattered clouds
687,Beloha,MG,-25.1667,45.05,75.52,69,0,16.42,clear sky
688,Saravan,AM,39.7196,45.6483,20.05,96,99,3.38,overcast clouds
689,Lyantonde,UG,-0.4031,31.1572,76.55,36,39,8.14,scattered clouds
690,Cabra,ES,37.4725,-4.4421,65.66,37,42,1.99,scattered clouds
691,Stephenville,US,32.2207,-98.2023,38.17,77,0,8.05,clear sky
692,Wabash,US,40.7978,-85.8205,21.72,80,99,11.39,overcast clouds
693,Belyy Yar,RU,53.6039,91.3903,-10.14,64,20,2.24,smoke
